Company Name,Ownership Type,Holding Company Name,State,City,Website,Planning Area Name,Balancing Authority Area Name,Membership Name,Overlap,Area (sq mi),Location Code,Source,Population 2000,Number Of Households,Median Household Income,Household Aggregate Income,Per Capita Income,Layer_ID,Rec_ID,Bundled Residential Customers,Bundled Industrial Customers,Bundled Commercial Customers,Bundled Total Customers,Total Customers Ranges,Color_Code,Distribution Line Miles,Population 2010
Pineville NC (Town of),Muni,Pineville NC (Town of),NC,Pineville,,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Not Applicable,F,3.538727925,4,Previously Mapped Features; ABB Research,4375.40898,2683.21517,-99.9,-99.9,-99.9,81,2093,2848,0,757,3605,"3,000 to 100,000",1,-99.9,5276.253333
Pioche Public Utilities,Muni,Pioche Public Utilities,NV,Pioche,,Nevada Power Co,Nevada Power Co,Not Applicable,T,7.626768704,3,ABB Research,-99,3.136817442,-99.9,-99.9,-99.9,81,2945,486,0,77,563,0 to 700,1,-99.9,5.571951035
Pioneer Electric Coop Inc (AL),DistCoop,Pioneer Electric Coop Inc (AL),AL,Greenville,www.pioneerelectric.com,PowerSouth Energy Coop,PowerSouth Energy Coop,PowerSouth Energy Coop,F,2065.374543,3,Company Maps; ABB Research,35054.70608,16479.30211,-99.9,-99.9,-99.9,81,1299,12004,0,820,12824,"3,000 to 100,000",3,-99.9,33731.57832
Pioneer Electric Coop Inc KS,DistCoop,Pioneer Electric Coop Inc KS,KS,Ulysses,www.pioneerelectric.coop,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Sunflower Electric Power Corp,F,3749.758608,3,Company Maps; ABB Research,24989.85381,9889.397559,-99.9,-99.9,-99.9,81,718,5000,609,11003,16612,"3,000 to 100,000",6,-99.9,24551.68843
Pioneer Electric Dept,Muni,Pioneer Electric Dept,OH,Pioneer,,American Municipal Power OH,PJM Interconnection,American Municipal Power Inc,F,0.781645317,3,ABB Research,1312,17.9721146,-99.9,-99.9,-99.9,81,2572,774,7,58,839,"0 to 3,000",1,-99.9,40.20254739
Pioneer Power & Light Co,Private,Pioneer Power & Light Co,WI,Westfield,,American Municipal Power OH,PJM Interconnection,Not Applicable,F,91.06451855,3,Company Maps; ABB Research,1325.797479,2083.219979,-99.9,-99.9,-99.9,81,2410,1997,29,355,2381,"0 to 3,000",2,-99.9,3413.073232
Pioneer Rural Electric Coop Inc,DistCoop,Pioneer Rural Electric Coop Inc,OH,Piqua,www.pioneerec.com,Buckeye Power Inc,PJM Interconnection,Buckeye Power Inc,F,762.0262555,3,ABB Research,63272.78327,30096.40849,-99.9,-99.9,-99.9,81,2573,15726,13,1006,16745,"3,000 to 100,000",6,-99.9,73733.15788
Piqua Municipal Power System,Muni,Piqua Municipal Power System,OH,Piqua,www.piquapowersystem.com,PJM Interconnection,PJM Interconnection,American Municipal Power Inc,F,4.645164143,3,ABB Research,2797.575224,1602.291839,-99.9,-99.9,-99.9,81,2575,9669,21,1227,10917,"3,000 to 100,000",1,-99.9,3560.139062
Pitcairn Municipal Electric System,Muni,Pitcairn Municipal Electric System,PA,Pitcairn,,Louisville Gas & Electric Co,LG&E & KU Services Co,Not Applicable,F,0.463375227,4,Previously Mapped Features; ABB Research,3689,1559.961739,-99.9,-99.9,-99.9,81,2034,1706,1,83,1790,"0 to 3,000",1,-99.9,2759.165039
Pitt & Greene Electric Member Corp,DistCoop,Pitt & Greene Electric Member Corp,NC,Farmville,www.ncemcs.com/EMC/pittgreene/Default.htm,Progress Energy Carolina,Duke Energy Progress East,North Carolina Electric Membership Corp,F,497.9072791,3,Company Maps; ABB Research,38966.94626,18960.57708,-99.9,-99.9,-99.9,81,2446,7326,3,1426,8755,"3,000 to 100,000",6,-99.9,45938.55734
Pittsboro IN (Town of),Muni,Pittsboro IN (Town of),IN,Pittsboro,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,1.507507142,4,Previously Mapped Features; ABB Research,1081,113.8676791,-99.9,-99.9,-99.9,81,2094,719,0,60,779,"0 to 3,000",1,-99.9,302.5973004
Pittsburg CA (City of),Muni,Pittsburg CA (City of),CA,Pittsburg,www.ci.pittsburg.ca.us/pittsburg/,Not Applicable,Not Applicable,Not Applicable,F,4.627498217,3,Previously Mapped Features; ABB Research,0,0,-99.9,-99.9,-99.9,81,3127,370,0,220,590,0 to 700,3,-99.9,0
Plainview NE (City of),Muni,Plainview NE (City of),NE,Plainview,,Nebraska Public Power District,Southwest Power Pool (Balancing Authority),Municipal Energy Agency of Nebraska,F,0.882072916,4,Previously Mapped Features; ABB Research,1287,4.084136041,-99.9,-99.9,-99.9,81,982,769,1,173,943,"0 to 3,000",1,-99.9,8.715526043
Plankinton SD (City of),Muni,Plankinton SD (City of),SD,Plankinton,,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Heartland Consumers Power District,F,0.641852723,4,Previously Mapped Features; ABB Research,556,1.194604103,-99.9,-99.9,-99.9,81,983,398,0,66,464,0 to 700,1,-99.9,2.445148882
Planters Electric Member Corp,DistCoop,Planters Electric Member Corp,GA,Millen,www.plantersemc.com,Oglethorpe Power Corp,Southern Co Services Inc,Oglethorpe Power Corp,F,1554.929726,3,Company Maps; ABB Research,38198.53127,18507.65174,-99.9,-99.9,-99.9,81,2324,15442,642,938,17022,"3,000 to 100,000",3,-99.9,41290.90334
Plaquemine LA (City of),Muni,Plaquemine LA (City of),LA,Plaquemine,www.plaquemine.org,Louisiana Energy & Power Authority,Midcontinent ISO (Balancing Authority),Not Applicable,F,4.152014694,4,Previously Mapped Features; ABB Research,3526.925679,1408.935637,-99.9,-99.9,-99.9,81,984,3938,0,555,4493,"3,000 to 100,000",1,-99.9,3570.832265
Plateau Electric Coop,DistCoop,Plateau Electric Coop,TN,Oneida,,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,950.1350597,3,Company Maps; ABB Research,34526.63921,16227.1294,-99.9,-99.9,-99.9,81,2662,13811,2,3259,17072,"3,000 to 100,000",2,-99.9,38159.19995
Platte Clay Electric Coop Inc,DistCoop,Platte Clay Electric Coop Inc,MO,Kearney,www.pcec.coop,Associated Electric Coop Inc,Associated Electric Coop Inc,N W Electric Power Coop Inc,F,841.1195759,3,Company Maps; ABB Research,55498.14226,30428.31581,-99.9,-99.9,-99.9,81,322,21729,9,2920,24658,"3,000 to 100,000",5,-99.9,78005.696
Plattsburgh NY (City of),Muni,Plattsburgh NY (City of),NY,Plattsburgh,,New York Independent System Operator Inc,New York ISO (Balancing Authority),Not Applicable,F,6.57334817,4,Previously Mapped Features; ABB Research,9303.846991,8572.4103,-99.9,-99.9,-99.9,81,2254,8683,7,1359,10049,"3,000 to 100,000",1,-99.9,19778.61274
Plumas Sierra Rural Electric Coop,DistCoop,Plumas Sierra Rural Electric Coop,CA,Portola,www.psrec.org,Sierra Pacific Power Co,Nevada Power Co,Not Applicable,F,1594.641378,3,Company Maps; ABB Research,18029.08,9139.54,-99.9,-99.9,-99.9,81,1317,7088,116,761,7965,"3,000 to 100,000",4,-99.9,19442.03
Plummer Electric Dept,Muni,Plummer Electric Dept,ID,Plummer,,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1.094017729,4,Previously Mapped Features; ABB Research,990,6.658602147,-99.9,-99.9,-99.9,81,2035,800,5,158,963,"0 to 3,000",1,-99.9,13.32895822
Plymouth OH (Village of),Muni,Plymouth OH (Village of),OH,Plymouth,,American Municipal Power OH,PJM Interconnection,American Municipal Power Inc,F,2.011784929,3,ABB Research,1941,62.18156275,-99.9,-99.9,-99.9,81,2577,765,5,81,851,"0 to 3,000",1,-99.9,158.1189408
Plymouth Utilities,Muni,Plymouth Utilities,WI,Plymouth,,WPPI Energy,Midcontinent ISO (Balancing Authority),Not Applicable,F,4.260796583,4,Previously Mapped Features; ABB Research,7544,695.4243487,-99.9,-99.9,-99.9,81,2396,7080,8,1180,8268,"3,000 to 100,000",1,-99.9,1538.866669
Pocahontas Municipal Utilities,Muni,Pocahontas Municipal Utilities,IA,Pocahontas,www.pocahontasiowa.com/utilities.htm,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.696460647,4,Previously Mapped Features; ABB Research,1957,26.33214594,-99.9,-99.9,-99.9,81,1452,925,22,202,1149,"0 to 3,000",1,-99.9,51.68052552
Pointe Coupee Electric Member Corp,DistCoop,Pointe Coupee Electric Member Corp,LA,New Roads,www.pcemc.org,Louisiana Generating LLC,Midcontinent ISO (Balancing Authority),Cajun Electric Power Coop,F,1949.550843,3,Company Maps; ABB Research,85168.92658,38153.08859,-99.9,-99.9,-99.9,81,1336,8121,6,2185,10312,"3,000 to 100,000",1,-99.9,89188.16835
Polk Burnett Electric Coop,DistCoop,Polk Burnett Electric Coop,WI,Centuria,www.polk-burnett.org,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Dairyland Power Coop,F,640.3306912,3,Company Maps; ABB Research,21400.15257,16274.09841,-99.9,-99.9,-99.9,81,2437,19027,10,1524,20561,"3,000 to 100,000",3,-99.9,28972.22627
Polk County Rural Public Power District,PSubdiv,Polk County Rural Public Power District,NE,Stromsburg,www.pcrppd.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Nebraska Electric G & T Coop Inc,F,521.4939534,3,Company Maps; ABB Research,5538.30761,3019.581545,-99.9,-99.9,-99.9,81,1629,2866,1307,556,4729,"3,000 to 100,000",6,-99.9,5975.561658
Polk Light Dept,Muni,Polk Light Dept,NE,Polk,,Nebraska Public Power District,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.52445185,4,Previously Mapped Features; ABB Research,336,3.457691065,-99.9,-99.9,-99.9,81,2036,204,1,50,255,0 to 700,1,-99.9,7.536649635
Pomona KS (City of),Muni,Pomona KS (City of),KS,Pomona,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.747113825,4,Previously Mapped Features; ABB Research,1006,9.841158069,-99.9,-99.9,-99.9,81,1918,504,0,46,550,0 to 700,1,-99.9,23.30782611
Ponca City OK (City of),Muni,Ponca City OK (City of),NE,Ponca,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,10.46184908,4,Previously Mapped Features; ABB Research,7150.135824,4067.319433,-99.9,-99.9,-99.9,81,985,13818,17,2002,15837,"3,000 to 100,000",1,-99.9,8532.973562
Pond Creek OK (City of),Muni,Pond Creek OK (City of),OK,Pond Creek,,Oklahoma Municipal Power Authority,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.836252333,4,Previously Mapped Features; ABB Research,836,2.495500728,-99.9,-99.9,-99.9,81,1919,586,0,15,601,0 to 700,1,-99.9,4.595335298
Pontotoc Electric Power Association,DistCoop,Pontotoc Electric Power Association,MS,Pontotoc,www.epaofms.com/members/Pontotoc.htm,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,679.2978751,3,Company Maps; ABB Research,29364.94,14491.72,-99.9,-99.9,-99.9,81,129,15328,3,3965,19296,"3,000 to 100,000",3,-99.9,34002.2
Poplar Bluff Light & Water,Muni,Poplar Bluff Light & Water,MO,Poplar Bluff,www.mycitycable.com,Southwestern Power Administration,Southwestern Power Administration,Missouri Joint Municipal Electric Utility Commission,F,5.72832348,4,Previously Mapped Features; ABB Research,5221.309649,2893.131482,-99.9,-99.9,-99.9,81,987,7772,12,1733,9517,"3,000 to 100,000",1,-99.9,6162.924096
Port Angeles WA (City of),Muni,Port Angeles WA (City of),WA,Port Angeles,,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,21.6277255,4,Previously Mapped Features; ABB Research,16455.55724,8456.79418,-99.9,-99.9,-99.9,81,1453,9093,6,1872,10971,"3,000 to 100,000",1,-99.9,17164.46189
Portland Electric Dept,Muni,Portland Electric Dept,MI,Portland,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Michigan Public Power Agency,F,2.459220253,4,Previously Mapped Features; ABB Research,4063,141.1685651,-99.9,-99.9,-99.9,81,2037,2237,18,319,2574,"0 to 3,000",1,-99.9,349.0415589
Portland General Electric Co,IOU,Portland General Electric Co,OR,Portland,www.portlandgeneral.com,Portland General Electric Co,Portland General Electric,Northern Tier Transmission Group,F,4105.553195,3,Company Maps; ABB Research,1659499.15,790347.83,-99.9,-99.9,-99.9,81,2173,776747,3508,107281,887537,"100,000 to 950,000",1,27627,1899445.13
Potomac Edison Co (The),IOU,FirstEnergy Corp,MD,Hagerstown,,PJM Interconnection,PJM Interconnection,Not Applicable,F,2523.339254,3,ABB Research,511129.67,236968.3485,-99.9,-99.9,-99.9,81,1664,333451,3220,37872,374543,"100,000 to 950,000",5,-99.9,593883.0064
Potomac Electric Power Co,IOU,Exelon Corp,DC,Washington,www.pepco.com,PJM Interconnection,PJM Interconnection,Not Applicable,F,652.372782,3,Company Maps; ABB Research,1917240.389,858393.2142,-99.9,-99.9,-99.9,81,2851,644026,3,44363,688392,"100,000 to 950,000",1,22324,2052885.118
Poudre Valley Rural Electric Association Inc,DistCoop,Poudre Valley Rural Electric Association Inc,CO,Fort Collins,www.pvrea.com,Tri State G & T Association Inc,WAPA Rocky Mountain Region,Tri State Generation & Transmission Association Inc,F,2039.016624,3,Company Maps; ABB Research,136407.0189,57653.25499,-99.9,-99.9,-99.9,81,1644,37220,250,4582,42052,"3,000 to 100,000",6,-99.9,135272.1086
Powder River Energy Corp,DistCoop,Powder River Energy Corp,WY,Sundance,www.precorp.org,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Basin Electric Power Coop,F,17002.6446,3,Company Maps; ABB Research,49342.93791,30170.77224,-99.9,-99.9,-99.9,81,639,15174,3648,8121,26943,"3,000 to 100,000",5,-99.9,68928.71109
Powell Valley Electric Coop,DistCoop,Powell Valley Electric Coop,TN,New Tazewell,www.pve.coop,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,1065.562951,3,Company Maps; ABB Research,55364.69217,28793.73804,-99.9,-99.9,-99.9,81,2673,26269,4,5778,32051,"3,000 to 100,000",2,-99.9,60920.1571
Powell WY (City of),Muni,Powell WY (City of),WY,Powell,www.montanahereicome.com/powell.htm,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Not Applicable,F,1.302656643,4,Previously Mapped Features; ABB Research,1856.272077,858.3694424,-99.9,-99.9,-99.9,81,989,2738,78,489,3305,"3,000 to 100,000",1,-99.9,2053.392955
Power Express,IO,Power Express,TX,Houston,https://power-express.com/,Not Applicable,Not Applicable,Not Applicable,T,569.7375103,3, Previously Mapped Features; ABB Research,0,0,-99.9,-99.9,-99.9,81,3128,8453,0,1363,9816,"3,000 to 100,000",1,-99.9,0
Powerstream Inc,Private,Powerstream Inc,,,http://www.powerstream.ca,Not Applicable,Not Applicable,Not Applicable,F,313.280819,4,ABB Research,-99,-99,-99.9,-99.9,-99.9,81,3057,-99,-99,-99,-99,Not Reported,6,-99.9,-99
PPL Electric Utilities Corp,IOU,PPL Corp,PA,Allentown,www.pplelectric.com,PJM Interconnection,PJM Interconnection,Not Applicable,F,10241.23352,3,Company Maps; ABB Research,2681781.39,1265565.891,-99.9,-99.9,-99.9,81,2840,726691,1078,84177,811946,"100,000 to 950,000",5,44740,2896000.112
Prague NE (Village of),Muni,Prague NE (Village of),NE,Prague,,Nebraska Public Power District,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.255007842,3,ABB Research,268,1.651686649,-99.9,-99.9,-99.9,81,2899,177,0,17,194,0 to 700,1,-99.9,3.832276342
Prague Public Works Authority,Muni,Prague Public Works Authority,OK,Prague,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.455857593,4,Previously Mapped Features; ABB Research,2356,7.549542997,-99.9,-99.9,-99.9,81,990,1098,1,165,1264,"0 to 3,000",1,-99.9,16.53320515
Prairie Du Sac Municipal Electric Dept,Muni,Prairie Du Sac Municipal Electric Dept,WI,Prairie Du Sac,,WPPI Energy,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.416437843,4,Previously Mapped Features; ABB Research,3039,46.93517272,-99.9,-99.9,-99.9,81,2374,1866,1,294,2161,"0 to 3,000",1,-99.9,108.4455752
Prairie Energy Coop,DistCoop,Prairie Energy Coop,IA,Clarion,www.prairieenergy.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Corn Belt Power Coop,F,1191.250968,3,Company Maps; ABB Research,20689.62997,10162.14303,-99.9,-99.9,-99.9,81,2285,3528,684,75,4287,"3,000 to 100,000",4,-99.9,20933.41067
Prairie Land Electric Coop Inc,DistCoop,Prairie Land Electric Coop Inc,KS,Norton,www.prairielandelectric.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,6380.181391,3,Company Maps; ABB Research,21731.67832,16361.9716,-99.9,-99.9,-99.9,81,1697,13543,2376,8828,24747,"3,000 to 100,000",1,-99.9,30925.20991
Pratt KS (City of),Muni,Pratt KS (City of),KS,Pratt,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,49.5979527,4,Company Maps; ABB Research,6525,1996.764744,-99.9,-99.9,-99.9,81,991,3158,12,694,3864,"3,000 to 100,000",2,-99.9,4298.628177
Prentiss County Electric Power Association,DistCoop,Prentiss County Electric Power Association,MS,Booneville,www.epaofms.com/members/PrentissCoElec.htm,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,379.6698209,3,Company Maps; ABB Research,25103.66,11483.25,-99.9,-99.9,-99.9,81,128,10865,8,2954,13827,"3,000 to 100,000",3,-99.9,26414.3
Prescott AR (City of),Muni,Prescott AR (City of),AR,Prescott,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,7.662338801,4,Previously Mapped Features; ABB Research,3487,126.2295915,-99.9,-99.9,-99.9,81,1454,1492,1,357,1850,"0 to 3,000",1,-99.9,263.5580407
Prescott KS (City of),Muni,Prescott KS (City of),KS,Prescott,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.213086913,4,Previously Mapped Features; ABB Research,315,1.858236842,-99.9,-99.9,-99.9,81,1920,137,0,26,163,0 to 700,1,-99.9,3.584039951
Presque Isle Electric & Gas Coop,DistCoop,Presque Isle Electric & Gas Coop,MI,Onaway,www.pieg.com,Wolverine Power Supply Coop Inc,Midcontinent ISO (Balancing Authority),Wolverine Power Supply Coop Inc,T,3384.753869,3,Company Maps; ABB Research,91619.77468,65011.69685,-99.9,-99.9,-99.9,81,1306,31107,595,1823,33525,"3,000 to 100,000",6,-99.9,88124.6857
Preston IA (City of),Muni,Preston IA (City of),IA,Preston,www.prestoniowa.org/,WPPI Energy,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.80926344,4,Previously Mapped Features; ABB Research,1012,32.60404103,-99.9,-99.9,-99.9,81,1921,494,0,130,624,0 to 700,6,-99.9,69.68553566
Preston Public Utilities Commission,Muni,Preston Public Utilities Commission,MN,Preston,www.prestonmn.org/puc.htm,WPPI Energy,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.349082953,3,ABB Research,1533,19.11222821,-99.9,-99.9,-99.9,81,1594,677,14,179,870,"0 to 3,000",6,-99.9,40.7915734
Price Electric Coop Inc,DistCoop,Price Electric Coop Inc,WI,Phillips,www.price-electric.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Dairyland Power Coop,F,1036.036704,3,Company Maps; ABB Research,11196.94867,8369.486014,-99.9,-99.9,-99.9,81,2420,8859,0,363,9222,"3,000 to 100,000",3,-99.9,10963.20725
Price Municipal Corp,Muni,Price Municipal Corp,UT,Price,,PacifiCorp,PacifiCorp East,Not Applicable,F,4.222000084,4,Previously Mapped Features; ABB Research,2866.492986,1549.162344,-99.9,-99.9,-99.9,81,2038,3569,0,506,4075,"3,000 to 100,000",1,-99.9,3738.682522
Primghar Municipal Electric Utility,Muni,Primghar Municipal Electric Utility,IA,Primghar,www.primghar.com,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.185272332,4,Previously Mapped Features; ABB Research,901,9.50657684,-99.9,-99.9,-99.9,81,1455,519,0,139,658,0 to 700,1,-99.9,21.56825866
Prince George Electric Coop,DistCoop,Prince George Electric Coop,VA,Waverly,,Old Dominion Electric Coop Inc,PJM Interconnection,Old Dominion Electric Coop,F,582.0483873,3,Company Maps; ABB Research,23059.24476,10165.02453,-99.9,-99.9,-99.9,81,1595,10436,16,1334,11786,"3,000 to 100,000",5,-99.9,25300.45892
Princeton Electric Board,Muni,Princeton Electric Board,KY,Princeton,www.pepb.org,Louisville Gas & Electric Co,LG&E & KU Services Co,American Municipal Power Inc,F,35.25877858,3,Regional Digital Data; ABB Research,1275.824309,930.7591234,-99.9,-99.9,-99.9,81,2642,2921,60,816,3797,"3,000 to 100,000",1,-99.9,1925.558585
Princeton IL (City of),Muni,Princeton IL (City of),IL,Princeton,www.princeton-il.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.730878017,4,Previously Mapped Features; ABB Research,6796,402.4558699,-99.9,-99.9,-99.9,81,992,3807,58,687,4552,"3,000 to 100,000",1,-99.9,855.8157066
Princeton Municipal Light Dept,Muni,Princeton Municipal Light Dept,MA,Princeton,www.pmld.com,New England ISO,New England ISO (Balancing Authority),Massachusetts Municipal Wholesale Electric Co,F,35.77668272,3,Company Maps; ABB Research,3336.895823,1345.231912,-99.9,-99.9,-99.9,81,2200,1393,0,92,1485,"0 to 3,000",3,-99.9,3429.545935
Princeton Public Utilities Commission,Muni,Princeton Public Utilities Commission,MN,Princeton,www.princetonmn.org/utilities.htm,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.565872133,4,Previously Mapped Features; ABB Research,4093,130.5154711,-99.9,-99.9,-99.9,81,993,2216,54,208,2478,"0 to 3,000",1,-99.9,309.646864
Princeton WI (City of),Muni,Princeton WI (City of),WI,Princeton,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.868520586,4,Previously Mapped Features; ABB Research,1447,12.29502117,-99.9,-99.9,-99.9,81,994,771,1,183,955,"0 to 3,000",1,-99.9,24.05960678
Proctor Public Utilities Commission,Muni,Proctor Public Utilities Commission,MN,Proctor,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,3.017951119,4,Previously Mapped Features; ABB Research,2434.959047,1199.078415,-99.9,-99.9,-99.9,81,2039,1349,1,89,1439,"0 to 3,000",1,-99.9,2783.091182
Prospect Municipal Electric Dept,Muni,Prospect Municipal Electric Dept,OH,Prospect,,American Municipal Power OH,PJM Interconnection,American Municipal Power Inc,F,0.582204229,3,ABB Research,1705,19.69483401,-99.9,-99.9,-99.9,81,2576,648,6,83,737,"0 to 3,000",1,-99.9,46.88139335
Prosperity SC (Town of),Muni,Prosperity SC (Town of),SC,Prosperity,,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Not Applicable,F,2.278521626,4,Previously Mapped Features; ABB Research,1165,77.29684382,-99.9,-99.9,-99.9,81,2095,670,0,118,788,"0 to 3,000",4,-99.9,173.0383138
Providence Municipal Utilities,Muni,Providence Municipal Utilities,KY,Providence,,Louisville Gas & Electric Co,LG&E & KU Services Co,Not Applicable,F,3.050247001,3,Regional Digital Data; ABB Research,3617,109.0511716,-99.9,-99.9,-99.9,81,2643,1216,0,135,1351,"0 to 3,000",1,-99.9,223.2420501
Provo City Corp,Muni,Provo City Corp,UT,Provo,,PacifiCorp,PacifiCorp East,Not Applicable,F,41.72159787,3,ABB Research,85831.94264,29080.65593,-99.9,-99.9,-99.9,81,995,32577,1,4448,37026,"3,000 to 100,000",3,-99.9,98983.11036
Public Service Co of Colorado,IOU,Xcel Energy Inc,CO,Denver,www.xcelenergy.com/Colorado/Company/Pages/Home.aspx,Public Service Co of Colorado,Public Service Co of Colorado,Not Applicable,F,15629.21112,3,Company Maps; ABB Research,2526385.25,1209951.337,-99.9,-99.9,-99.9,81,1682,1262866,334,215791,1478992,"950,000 and Above",5,99703,2751457.604
Public Service Co of New Hampshire,IOU,Eversource Energy,NH,Manchester,www.psnh.com,New England ISO,New England ISO (Balancing Authority),Not Applicable,F,5393.602381,3,Company Maps; ABB Research,882709.5345,425176.7854,-99.9,-99.9,-99.9,81,2861,336976,1528,46616,385120,"100,000 to 950,000",1,14165,948081.3705
Public Service Co of New Mexico,IOU,PNM Resources Inc,NM,Albuquerque,www.pnm.com,Public Service Co of New Mexico,Public Service Co of New Mexico,Arizona Nuclear Power Project,F,3292.338783,3,Company Maps; ABB Research,815929.7329,408996.2787,-99.9,-99.9,-99.9,81,252,468258,238,57850,526346,"100,000 to 950,000",2,11952,909173.1562
Public Service Co of Oklahoma,IOU,American Electric Power Co Inc,OK,Tulsa,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,4604.181694,3,Company Maps; ABB Research,765686.3942,378249.1206,-99.9,-99.9,-99.9,81,1578,476941,6191,71367,554499,"100,000 to 950,000",5,18334,843433.672
Public Service Commission of Yazoo City,PSubdiv,Public Service Commission of Yazoo City,MS,Yazoo City,www.yazoopsc.org,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.978993187,4,Previously Mapped Features; ABB Research,3710.087233,1379.801638,-99.9,-99.9,-99.9,81,1515,4401,0,726,5127,"3,000 to 100,000",4,-99.9,3700.103412
Public Service Electric & Gas Co,IOU,Public Service Enterprise Group Inc,NJ,Newark,www.pseg.com,PJM Interconnection,PJM Interconnection,Not Applicable,T,1414.921739,3,Company Maps; ABB Research,4772890.88,1938958.26,-99.9,-99.9,-99.9,81,2841,1759760,6331,232604,1998695,"950,000 and Above",4,24000,4989973.05
Puc Distribution Inc,Private,Puc Inc,,,http://www.ssmpuc.com/,Not Applicable,Not Applicable,Not Applicable,F,73.11503272,4,ABB Research,-99,-99,-99.9,-99.9,-99.9,81,3058,-99,-99,-99,-99,Not Reported,1,-99.9,-99
PUD No 1 of Benton County,PSubdiv,PUD No 1 of Benton County,WA,Kennewick,www.bentonpud.org,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,958.891674,3,Company Maps; ABB Research,84691.05966,39675.6516,-99.9,-99.9,-99.9,81,2178,46438,988,6318,53744,"3,000 to 100,000",1,-99.9,104233.3477
PUD No 1 of Chelan County,PSubdiv,PUD No 1 of Chelan County,WA,Wenatchee,www.chelanpud.org,PUD No 1 of Chelan County,PUD No 1 of Chelan County,Not Applicable,F,2985.062067,3,Company Maps; ABB Research,65643.72856,35470.49317,-99.9,-99.9,-99.9,81,1584,38447,1501,10508,50456,"3,000 to 100,000",5,-99.9,72467.36575
PUD No 1 of Clallam County,PSubdiv,PUD No 1 of Clallam County,WA,Port Angeles,www.clallampud.net,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1916.015634,3,Company Maps; ABB Research,47406.36154,27295.66688,-99.9,-99.9,-99.9,81,235,28527,1,3377,31905,"3,000 to 100,000",4,-99.9,54452.5796
PUD No 1 of Clark County,PSubdiv,PUD No 1 of Clark County,WA,Vancouver,,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,654.5985625,3,Company Maps; ABB Research,345237.9295,167389.8595,-99.9,-99.9,-99.9,81,367,190404,29,18284,208717,"100,000 to 950,000",5,-99.9,425310.5731
PUD No 1 of Cowlitz County,PSubdiv,PUD No 1 of Cowlitz County,WA,Longview,www.cowlitzpud.org/,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1163.419849,3,Company Maps; ABB Research,92749.98368,43455.48318,-99.9,-99.9,-99.9,81,242,44591,312,5848,50751,"3,000 to 100,000",1,-99.9,102424.5702
